step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,GS_cluster_357187_359543_stopped,GS_cluster_357187_359543_accumulated_waiting_time,GS_cluster_357187_359543_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
25200.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
25205.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
25210.0,0,0.0,0.0,5.8641328460420485,0,0.0,0.4889808150669837,0,0.0
25215.0,0,0.0,0.0,9.315987143075438,0,0.0,0.4686641951671968,0,0.0
25220.0,0,0.0,0.0,8.90631848658754,0,0.0,0.13402660031083818,0,0.0
25225.0,1,0.0,0.0,9.707886014335367,1,0.0,0.5408697637431727,1,0.0
25230.0,0,0.0,0.0,11.13097753423511,0,0.0,0.869315773677791,0,0.0
25235.0,0,0.0,0.0,10.612600887196695,0,0.0,0.6473846762229102,0,0.0
25240.0,1,2.0,0.3333333333333333,9.14649594960772,1,2.0,0.7075386479301006,1,2.0
25245.0,1,7.0,0.875,9.177782939111557,1,7.0,0.6113399362110215,1,7.0
25250.0,2,13.0,1.3,8.161648086910835,2,13.0,0.5494582205734012,2,13.0
25255.0,3,24.0,2.0,7.149170946601347,3,24.0,0.36173404591788005,3,24.0
25260.0,1,3.0,0.25,6.461800279106362,1,12.0,0.3555140783661579,1,12.0
25265.0,2,10.0,0.7142857142857143,8.057074376851249,1,8.0,0.32461626072003175,1,8.0
25270.0,1,0.0,0.0,7.366589115308169,1,4.0,0.2619705000852171,1,4.0
25275.0,2,4.0,0.3333333333333333,8.547110960943463,2,4.0,0.32000904782124157,2,4.0
25280.0,1,0.0,0.0,6.209718548519626,1,1.0,0.38144920980275215,1,1.0
25285.0,2,0.0,0.0,9.449077377819616,1,0.0,0.5787493989783716,1,0.0
25290.0,2,0.0,0.0,10.853158436939324,2,0.0,0.5888637462563343,2,0.0
25295.0,3,5.0,0.3125,7.936295348038541,3,7.0,0.5295268509634686,3,7.0
25300.0,0,0.0,0.0,8.435920634135993,0,4.0,0.5824353947542965,0,4.0
25305.0,3,5.0,0.20833333333333334,10.165557443108282,3,6.0,0.5651920465892208,3,6.0
25310.0,1,0.0,0.0,9.612415494672518,1,1.0,0.5969133268399796,1,1.0
25315.0,1,3.0,0.13043478260869565,9.950808195150366,1,4.0,0.5706039450919554,1,4.0
25320.0,0,0.0,0.0,10.278422957545947,0,1.0,0.590281139541435,0,1.0
25325.0,3,6.0,0.3,9.602422520017722,2,7.0,0.5494205192450506,2,7.0
25330.0,1,0.0,0.0,8.990066347798487,1,9.0,0.49162863469918755,1,9.0
