step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,GS_cluster_357187_359543_stopped,GS_cluster_357187_359543_accumulated_waiting_time,GS_cluster_357187_359543_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
25200.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
25205.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
25210.0,0,0.0,0.0,5.187127028056421,0,0.0,0.5398764212174333,0,0.0
25215.0,0,0.0,0.0,6.6010296246860145,0,0.0,0.2481979475416835,0,0.0
25220.0,1,3.0,0.6,4.065464178394516,1,3.0,0.13148346267893085,1,3.0
25225.0,0,0.0,0.0,6.951149488584739,0,2.0,0.424434569726053,0,2.0
25230.0,0,0.0,0.0,11.018781904078013,0,0.0,0.8869002035516772,0,0.0
25235.0,0,0.0,0.0,10.978787414232476,0,0.0,0.6523651086115017,0,0.0
25240.0,0,0.0,0.0,10.467761001123803,0,0.0,0.9123620813484254,0,0.0
25245.0,0,0.0,0.0,11.093603182660264,0,0.0,0.7410239559359687,0,0.0
25250.0,0,0.0,0.0,10.173070900367357,0,0.0,0.6684859301551362,0,0.0
25255.0,0,0.0,0.0,8.873963406553706,0,0.0,0.4796210544693612,0,0.0
25260.0,2,3.0,0.2727272727272727,8.012368039718684,2,3.0,0.3173373031500509,2,3.0
25265.0,5,19.0,1.9,4.045019199823591,5,19.0,0.15266228487051192,5,19.0
25270.0,1,0.0,0.0,5.053302404682487,1,15.0,0.18747939591934135,1,15.0
25275.0,0,0.0,0.0,9.441021741427317,0,0.0,0.45940098740589863,0,0.0
25280.0,1,0.0,0.0,10.01901148976816,1,0.0,0.39607912166624865,1,0.0
25285.0,4,9.0,0.6428571428571429,5.6923042420516765,3,9.0,0.40447964457678504,3,9.0
25290.0,2,0.0,0.0,7.102501438114298,2,6.0,0.474353715549806,2,6.0
25295.0,2,0.0,0.0,10.268419387863839,2,0.0,0.6241877496109678,2,0.0
25300.0,1,2.0,0.09523809523809523,11.782218013424703,1,2.0,0.6737090312128863,1,2.0
25305.0,3,8.0,0.42105263157894735,8.545196591578469,3,8.0,0.5759853379389485,3,8.0
25310.0,4,26.0,1.1304347826086956,8.443905779081163,4,26.0,0.4795351430976135,4,26.0
25315.0,0,0.0,0.0,9.003433003443423,0,19.0,0.5108781429155107,0,19.0
25320.0,2,2.0,0.08695652173913043,10.373656645766243,2,2.0,0.6246112109244667,2,2.0
25325.0,2,2.0,0.09523809523809523,9.287027750483677,1,2.0,0.5677106897445422,1,2.0
